시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
인천광역시 강화군 강화읍 갑곳리,165-1,165,1,그랑드빌,114.86,201306,5,18000,10,2001,갑룡길 35,
인천광역시 강화군 강화읍 갑곳리,165-1,165,1,그랑드빌,84.89,201312,20,12100,2,2001,갑룡길 35,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,76.46,201301,28,15000,6,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,76.46,201302,1,16300,14,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,60.24,201305,16,13200,10,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,76.46,201306,21,14300,2,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,60.24,201307,9,13700,9,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,76.46,201308,12,16400,11,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,84.95,201309,7,19400,11,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,84.95,201309,16,17600,3,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,84.95,201310,8,20000,7,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,1100,1100,0,베이힐,76.46,201310,19,16000,4,2007,강화대로 234-12,
인천광역시 강화군 강화읍 갑곳리,Jan-83,83,1,설호,62.13,201303,2,6600,3,1990,갑룡길49번길 2,
인천광역시 강화군 강화읍 갑곳리,Jan-83,83,1,설호,75.19,201303,10,8050,4,1990,갑룡길49번길 2,
인천광역시 강화군 강화읍 갑곳리,Jan-83,83,1,설호,75.71,201303,29,9100,2,1990,갑룡길49번길 2,
인천광역시 강화군 강화읍 갑곳리,Jan-83,83,1,설호,66.69,201304,26,5700,3,1990,갑룡길49번길 2,
인천광역시 강화군 강화읍 갑곳리,Jan-83,83,1,설호,66.69,201310,30,6500,4,1990,갑룡길49번길 2,
인천광역시 강화군 강화읍 갑곳리,349,349,0,용진2,59.04,201303,21,5400,5,1990,강화대로 280,
인천광역시 강화군 강화읍 갑곳리,349,349,0,용진2,70.56,201306,12,5600,4,1990,강화대로 280,
인천광역시 강화군 강화읍 갑곳리,349,349,0,용진2,70.38,201311,28,5700,4,1990,강화대로 280,
인천광역시 강화군 강화읍 갑곳리,394-1,394,1,용진3,82.98,201303,22,7500,3,1991,강화대로248번길 9-1,
인천광역시 강화군 강화읍 갑곳리,394-1,394,1,용진3,82.98,201312,13,7000,1,1991,강화대로248번길 9-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,52.38,201301,23,5600,2,1990,강화대로248번길 16-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,57.15,201304,5,5300,2,1990,강화대로248번길 16-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,52.38,201304,17,5000,4,1990,강화대로248번길 16-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,52.38,201304,23,5300,2,1990,강화대로248번길 16-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,52.38,201306,15,4800,4,1990,강화대로248번길 16-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,57.15,201306,19,5800,3,1990,강화대로248번길 16-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,52.38,201308,19,5500,3,1990,강화대로248번길 16-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,52.38,201308,21,5100,2,1990,강화대로248번길 16-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,52.05,201310,23,4000,5,1990,강화대로248번길 16-3,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,52.05,201311,4,4700,3,1990,강화대로248번길 16-3,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,57.15,201312,6,6100,3,1990,강화대로248번길 16-1,
인천광역시 강화군 강화읍 갑곳리,423,423,0,유성1,52.05,201312,31,5000,4,1990,강화대로248번길 16-3,
인천광역시 강화군 강화읍 갑곳리,430,430,0,유성2,76.48,201306,27,8900,2,1991,강화대로248번길 18,
인천광역시 강화군 강화읍 갑곳리,430,430,0,유성2,76.48,201310,3,8800,2,1991,강화대로248번길 18,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,84.89,201303,25,12800,6,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,84.89,201304,10,9000,4,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201305,9,9800,6,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201305,14,8600,2,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201305,14,8500,6,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201305,24,9750,5,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,84.89,201305,28,11000,8,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201306,10,8700,1,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201306,12,8700,14,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201306,13,8000,5,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,84.89,201306,13,10700,12,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201306,15,9800,9,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201307,15,8700,3,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,84.89,201307,17,11700,2,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201307,31,8700,5,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201309,12,9000,10,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201309,17,8300,15,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,59.99,201309,27,8500,4,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,84.89,201309,27,13800,13,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,84.89,201310,2,13400,5,1994,강화대로 191-14,
인천광역시 강화군 강화읍 갑곳리,667,667,0,현대,84.89,201312,2,12000,8,1994,강화대로 191-14,
인천광역시 강화군 강화읍 관청리,623,623,0,용진1,44.64,201301,21,5000,4,1989,북문길 27,
인천광역시 강화군 강화읍 관청리,623,623,0,용진1,44.64,201304,24,3600,2,1989,북문길 27,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201303,7,18225,5,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201303,8,18225,6,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201304,4,18225,5,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201304,19,18225,9,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201304,26,18225,4,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201305,3,16520,2,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201305,8,18225,6,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,103.2893,201305,8,22593,5,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201305,14,16520,2,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,100.4125,201305,24,21282,6,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,100.4125,201305,30,21282,5,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,100.4125,201306,5,21282,6,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201306,27,16520,2,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,100.4125,201307,15,18270,2,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,100.4125,201308,5,20100,3,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201308,5,15960,1,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201308,5,16520,2,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,100.4125,201308,5,20100,7,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,100.4125,201308,5,20100,5,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201308,9,18225,10,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201308,21,18225,7,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201309,3,18225,5,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,103.2893,201309,27,19320,2,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201310,16,18225,4,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,100.4125,201310,24,20100,6,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201311,18,18225,4,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201311,21,16520,2,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201311,21,18225,4,2011,남문로 41,
인천광역시 강화군 강화읍 남산리,599,599,0,이지미래지향,84.8364,201312,31,18225,3,2011,남문로 41,
인천광역시 강화군 강화읍 신문리,656-4,656,4,렉스빌A동,84.3376,201311,5,12500,5,2008,향나무길28번길 11,
인천광역시 강화군 강화읍 신문리,556-3,556,3,성산,77.92,201305,15,8000,6,2005,청하동길36번길 20,
인천광역시 강화군 강화읍 옥림리,910-4,910,4,까치마을,62.99,201306,28,5000,2,2003,동문로152번길 23-2,
인천광역시 강화군 길상면 온수리,455-6,455,6,건일온수,54,201304,3,5600,2,1991,온수길 67,
인천광역시 강화군 길상면 온수리,455-6,455,6,건일온수,56.16,201309,24,4630,5,1991,온수길 67,
인천광역시 강화군 길상면 온수리,455-6,455,6,건일온수,54,201309,30,3900,1,1991,온수길 67,
인천광역시 강화군 길상면 온수리,455-6,455,6,건일온수,54,201310,20,4900,4,1991,온수길 67,
인천광역시 강화군 길상면 온수리,455-6,455,6,건일온수,54,201312,9,5000,3,1991,온수길 67,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201301,25,12000,7,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,84.916,201301,30,15500,11,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,104.2886,201302,4,24000,12,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201302,26,11000,5,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201303,17,12500,9,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201304,2,12000,2,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201304,6,11700,3,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,104.2886,201305,6,19900,13,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,84.916,201305,7,16000,12,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201306,13,12500,10,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201307,5,11000,14,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201307,18,12300,6,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,84.916,201307,26,14800,13,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,84.916,201308,10,15500,6,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201308,16,12700,13,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201308,26,12450,14,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201308,28,13200,8,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201309,3,12500,5,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201309,4,12900,9,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201309,7,12300,6,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201309,21,12500,7,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,104.2886,201310,2,18500,15,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201310,3,12500,4,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,84.916,201310,17,14000,3,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,84.916,201310,25,15500,4,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201312,1,12000,8,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,68.203,201312,2,12400,13,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,619,619,0,강화2차세광엔리치빌,104.2886,201312,2,20000,13,2004,중앙로 253-1,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201301,7,12900,5,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201301,23,14100,7,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201302,8,13600,2,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201304,5,13400,4,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201304,18,13200,13,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201304,18,11200,15,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201304,26,12000,15,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201305,20,12000,9,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201306,4,15000,15,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201306,14,13000,3,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201307,15,13000,12,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201308,1,12000,7,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201308,13,11300,6,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201308,14,10500,1,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201309,2,12000,15,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201309,17,12500,4,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201309,23,11000,6,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201310,11,9600,12,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201310,31,11000,8,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201310,31,13000,10,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201311,5,13000,5,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201311,21,11500,6,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201311,26,12300,9,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201311,30,13400,7,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201312,10,11000,12,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201312,23,13000,13,2001,중앙로 274,
인천광역시 강화군 선원면 창리,663,663,0,세광엔리치빌1차,84.9942,201312,26,12000,2,2001,중앙로 274,
인천광역시 계양구 계산동,967-21,967,21,(967-21),49.73,201304,24,9800,5,2002,계산로 107-1,
인천광역시 계양구 계산동,967-21,967,21,(967-21),46.45,201306,24,8500,2,2002,계산로 107-1,
인천광역시 계양구 계산동,967-21,967,21,(967-21),46.45,201308,10,9550,2,2002,계산로 107-1,
인천광역시 계양구 계산동,967-21,967,21,(967-21),35.54,201309,3,6950,5,2002,계산로 107-1,
인천광역시 계양구 계산동,산37-6,37,6,경신,45.18,201302,15,7200,4,1987,계양산로 17,
인천광역시 계양구 계산동,산37-6,37,6,경신,48.96,201302,18,9000,1,1987,계양산로 17,
인천광역시 계양구 계산동,산37-6,37,6,경신,42.48,201304,1,6800,1,1987,계양산로 17,
인천광역시 계양구 계산동,산37-6,37,6,경신,45.18,201306,13,10000,3,1987,계양산로 17,
인천광역시 계양구 계산동,산37-6,37,6,경신,48.96,201306,22,8000,2,1987,계양산로 17,
인천광역시 계양구 계산동,산37-6,37,6,경신,42.48,201307,27,7500,3,1987,계양산로 17,
인천광역시 계양구 계산동,산37-6,37,6,경신,45.18,201308,31,7000,2,1987,계양산로 17,
인천광역시 계양구 계산동,산37-6,37,6,경신,42.48,201309,17,7500,3,1987,계양산로 17,
인천광역시 계양구 계산동,899,899,0,극동,38.13,201302,19,11000,3,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201303,4,13250,1,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201303,4,11700,5,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,72.72,201304,3,19600,2,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,57.05,201304,8,13900,5,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201304,10,12800,2,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201304,17,13100,4,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,38.13,201304,25,10300,2,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,57.05,201304,27,14950,5,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201304,27,11500,2,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201304,29,13500,2,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201305,20,12650,3,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,57.05,201306,5,14000,1,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,72.72,201306,11,18000,4,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201306,15,13700,3,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,57.05,201306,20,14000,5,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201307,2,11900,1,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,72.72,201307,5,19500,4,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201309,14,13200,4,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201309,28,14250,2,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201310,8,14500,3,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201310,9,11900,5,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,72.72,201310,10,20500,3,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201310,18,12800,4,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201310,29,13300,1,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,72.72,201311,4,18000,3,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,38.13,201311,11,10200,3,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201311,29,13200,1,1985,하느재로19번길 8,
인천광역시 계양구 계산동,899,899,0,극동,52.45,201312,31,10500,1,1985,하느재로19번길 8,
인천광역시 계양구 계산동,949-4,949,4,기산,68.4,201301,2,15450,15,1996,어사대로 39,
인천광역시 계양구 계산동,949-4,949,4,기산,59.67,201303,14,14100,16,1996,어사대로 39,
인천광역시 계양구 계산동,949-4,949,4,기산,68.4,201303,18,15000,12,1996,어사대로 39,
인천광역시 계양구 계산동,949-4,949,4,기산,68.4,201304,29,15100,8,1996,어사대로 39,
인천광역시 계양구 계산동,949-4,949,4,기산,59.67,201306,21,14000,13,1996,어사대로 39,
인천광역시 계양구 계산동,949-4,949,4,기산,59.67,201307,9,13750,8,1996,어사대로 39,
인천광역시 계양구 계산동,949-4,949,4,기산,68.4,201307,13,16000,16,1996,어사대로 39,
인천광역시 계양구 계산동,949-4,949,4,기산,59.67,201308,14,13850,3,1996,어사대로 39,
인천광역시 계양구 계산동,949-4,949,4,기산,59.67,201311,15,14250,1,1996,어사대로 39,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,74.58,201302,26,16000,9,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,74.58,201303,6,16400,22,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,60.84,201303,9,13000,2,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,60.84,201304,15,13000,10,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,52.68,201304,15,11000,8,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,52.68,201304,23,11000,17,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,60.84,201304,25,12200,1,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,60.84,201305,20,12000,6,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,52.68,201306,3,11200,22,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,52.68,201306,11,11100,20,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,60.84,201307,15,13300,9,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,60.84,201307,19,14750,11,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,52.68,201307,19,12000,8,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,52.68,201309,12,12250,12,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,74.58,201312,2,16080,8,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,74.58,201312,2,15400,3,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,288-5,288,5,뉴서울1,74.58,201312,25,15150,19,1993,장제로755번길 6-10,
인천광역시 계양구 계산동,898-1,898,1,동남,47.27,201309,12,9000,5,1989,경명대로1029번길 36,
인천광역시 계양구 계산동,898-1,898,1,동남,47.27,201310,14,8900,1,1989,경명대로1029번길 36,
인천광역시 계양구 계산동,898-1,898,1,동남,49.22,201312,12,6600,6,1989,경명대로1029번길 36,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),58.23,201301,18,10700,6,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),43.71,201302,2,9100,4,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),43.71,201302,2,7900,6,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),43.71,201302,19,9000,3,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),55.53,201303,9,12250,5,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),63.99,201303,26,12000,6,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),55.53,201303,28,10050,6,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),43.71,201304,5,8500,4,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),43.71,201304,10,9100,2,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),55.53,201304,12,12400,4,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),55.53,201304,30,11900,2,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),55.53,201305,11,11700,1,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),55.53,201305,14,12000,2,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),63.99,201305,21,11500,6,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),55.53,201306,17,11700,4,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),43.71,201307,22,9000,4,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),63.99,201309,9,14200,2,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),43.71,201309,16,9400,5,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),55.53,201309,28,10000,6,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),43.71,201310,28,8500,1,1990,주부토로532번길 38,
인천광역시 계양구 계산동,Jan-55,55,1,동남(55-1),63.99,201311,1,15000,3,1990,주부토로532번길 38,
