시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.881,201302,9,16000,2,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.881,201302,15,15500,1,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,77.951,201302,16,16400,7,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,74.72,201303,2,14800,13,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201303,4,13500,3,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,74.72,201303,4,15850,3,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201303,11,14000,9,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,114.11,201303,18,21950,11,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201303,27,13000,7,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.881,201304,2,16000,8,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201304,3,13000,11,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201304,5,13300,4,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201304,16,12700,13,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,74.72,201304,23,16000,11,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201304,25,12900,5,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,74.72,201305,1,14400,1,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201305,2,12500,2,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.881,201305,6,16650,14,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,74.72,201305,29,15450,10,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.92,201305,29,17200,4,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,77.951,201306,8,15550,9,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.881,201306,19,16400,3,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.92,201306,24,17100,12,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,74.72,201307,17,16000,13,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,114.11,201307,23,20000,5,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201308,7,13700,14,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.92,201308,9,15700,15,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,77.951,201308,13,16000,15,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,77.951,201308,23,15500,12,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,114.11,201309,2,21300,15,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,114.11,201309,6,22000,1,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,74.72,201309,10,14000,1,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,74.72,201309,14,14950,10,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.92,201309,25,16050,6,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.881,201310,12,16200,14,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201310,13,13500,14,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,114.11,201310,15,19800,1,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.92,201310,26,15900,1,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,77.951,201311,4,15800,10,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.92,201311,18,16000,10,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201311,20,12700,5,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,77.951,201312,10,16000,8,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,84.92,201312,14,16000,15,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현,58.5,201312,30,9500,8,1989,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201303,26,16000,3,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201303,27,16300,2,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201305,14,15000,9,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201305,18,15500,1,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201305,25,17000,3,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201305,27,17500,14,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201306,6,16000,4,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201307,17,15350,14,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201308,13,16750,8,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201308,26,17000,7,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201309,11,16200,1,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201311,5,16800,14,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,557-1,557,1,유원용현2,84.92,201312,7,14500,1,1990,낙섬중로 102,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201302,14,12200,7,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,72.69,201302,28,14000,14,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201303,4,13500,12,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201303,6,12900,5,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,72.69,201303,14,13800,2,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,72.69,201303,15,14400,20,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,88.28,201303,20,17700,6,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201304,6,12850,6,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201304,16,13500,14,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201304,23,12000,11,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,72.69,201305,2,14300,6,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,72.69,201305,9,14500,8,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201305,25,12650,6,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201306,1,13500,12,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,72.69,201307,2,14500,19,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,72.69,201308,6,15100,17,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201308,29,13000,15,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,88.28,201309,16,18450,17,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,88.28,201309,26,15700,1,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,72.69,201310,12,14800,14,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,88.28,201310,23,15900,18,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201310,23,13300,7,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201310,24,12400,18,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,88.28,201311,2,18300,17,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-457,627,457,윤성,59.86,201311,12,13200,9,1993,매소홀로 143,
인천광역시 미추홀구 용현동,627-416,627,416,은빛,80.33,201312,17,13100,2,2003,매소홀로53번길 8,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9778,201301,8,22500,15,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201301,29,28531,22,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201302,8,28000,7,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,102.4832,201303,4,31197,21,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9367,201303,6,21000,18,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201303,8,28249,16,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,84.771,201303,10,27000,10,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,110.5065,201303,12,32406,22,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,102.4832,201303,12,31508,26,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201303,19,22130,39,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201303,19,20550,5,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201303,19,20500,4,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201303,19,22530,44,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201303,21,19900,2,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201303,21,20500,3,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9367,201303,24,21500,8,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201303,25,28700,14,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201303,25,28400,6,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201303,25,28400,8,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201303,25,28700,13,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201304,1,25000,4,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9778,201304,3,20000,27,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201304,4,28700,12,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201304,4,28700,13,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201304,4,28700,11,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201304,4,28100,5,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9778,201304,6,20000,16,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201304,8,28700,10,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,110.5065,201304,24,32729,26,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201305,2,23408,3,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,110.5065,201305,3,31767,10,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201305,10,25700,5,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201305,15,23315,2,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,102.4832,201306,26,34000,30,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,93.7485,201306,26,28600,44,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9367,201306,27,21500,12,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9778,201309,11,20800,23,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201310,7,30893,2,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,134.3651,201310,8,27300,2,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9367,201310,16,19200,11,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9367,201310,29,20000,23,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9778,201311,16,21000,23,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9778,201312,21,20800,30,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9367,201312,21,21700,24,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,659,659,0,인천용현엑슬루타워,59.9778,201312,21,21400,24,2011,아암대로29번길 16,
인천광역시 미추홀구 용현동,568-2,568,2,진달래,32.88,201301,3,4500,5,1981,낙섬중로 111,
인천광역시 미추홀구 용현동,568-2,568,2,진달래,55.845,201310,15,8450,2,1981,낙섬중로 113,
인천광역시 미추홀구 용현동,568-2,568,2,진달래,32.88,201311,25,5200,1,1981,낙섬중로 113,
인천광역시 미추홀구 용현동,568-2,568,2,진달래,32.88,201311,26,5500,2,1981,낙섬중로 113,
인천광역시 미추홀구 용현동,490-79,490,79,청도하이텔,70.2,201302,8,10800,7,2003,독정이로 7,
인천광역시 미추홀구 용현동,463-49,463,49,청원101동,54.486,201306,12,9600,5,2002,인주대로 105-1,
인천광역시 미추홀구 용현동,463-49,463,49,청원101동,51.276,201308,14,8000,5,2002,인주대로 105-1,
인천광역시 미추홀구 용현동,Dec-47,47,12,태화,62.91,201302,21,8700,4,1984,인하로148번길 18,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201301,12,13700,19,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201301,27,14300,14,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,102.243,201302,7,18000,1,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201303,26,15750,3,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201303,30,13700,6,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201304,4,14000,9,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201304,10,14300,12,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201304,16,14700,4,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201304,24,14000,11,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201305,6,14400,15,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,84.616,201305,14,18800,23,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201305,16,14300,6,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,84.616,201305,25,20700,9,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201306,28,14500,6,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201307,20,14500,17,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201307,30,14200,18,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201308,13,14400,12,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,59.34,201308,31,14500,12,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,84.616,201309,26,16500,24,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,84.616,201310,4,18200,11,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,84.616,201310,18,16800,5,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-47,627,47,한국,84.616,201311,20,17800,7,1996,낙섬동로 6,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201301,12,13700,5,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201301,18,16800,7,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201301,23,16900,9,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201301,25,16300,4,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201302,2,12850,4,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201302,16,13500,6,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201302,21,17600,3,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201302,21,17000,7,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201302,22,13600,9,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,67.83,201303,13,14100,5,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201303,21,17500,8,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201303,22,14300,5,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201303,25,17900,11,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,67.83,201303,26,13000,12,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201304,1,17000,7,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201304,8,17500,10,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201304,10,18350,12,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,67.83,201304,18,15780,4,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201304,23,14500,10,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201304,26,12500,1,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,67.83,201305,4,15000,11,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201305,6,18600,4,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201305,14,17000,8,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201305,15,16200,4,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201306,4,15650,1,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201306,17,17700,11,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201308,6,18000,8,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201308,9,13500,7,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201308,17,17200,10,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201308,29,16500,7,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,67.83,201309,2,15250,5,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201309,2,18500,11,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201309,4,16800,3,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,67.83,201309,7,15700,9,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201310,9,17800,8,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201310,11,18400,11,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201310,16,17500,3,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201310,18,16850,10,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201310,26,13400,7,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201310,31,16800,3,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,84.6,201312,2,18900,9,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-78,627,78,한양1차,57.51,201312,26,13650,8,1990,토금남로 55,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201303,22,11000,13,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201303,24,15700,7,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201304,19,12100,13,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201304,21,16500,8,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,127.935,201304,25,19300,11,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201305,3,16500,13,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201305,8,16150,15,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201305,8,11500,2,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201305,9,11800,10,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,127.935,201305,21,21200,15,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201305,24,12300,12,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201306,5,12100,8,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201306,7,12400,7,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201306,28,11900,11,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201307,1,15500,14,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201307,1,11900,11,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,127.935,201307,20,22200,6,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201307,25,15500,4,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201308,3,12500,13,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201308,4,16200,10,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201308,5,12500,10,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201308,20,11950,10,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,127.935,201308,28,20000,5,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201309,30,12800,13,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,127.935,201310,1,20000,11,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201310,3,14007,11,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201310,11,11800,14,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201310,14,13000,6,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201310,19,12000,16,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201311,15,13500,10,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201311,24,16850,11,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201311,25,15100,16,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,84.635,201311,26,16300,7,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,127.935,201311,28,17300,11,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201311,29,12500,11,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201312,5,13050,13,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-105,627,105,한양2차,67.59,201312,21,13000,14,1992,매소홀로 23-42,
인천광역시 미추홀구 용현동,627-85,627,85,해안성신,49.2,201301,4,8000,2,1986,매소홀로 23-20,
인천광역시 미추홀구 용현동,627-85,627,85,해안성신,49.2,201310,2,8800,1,1986,매소홀로 23-20,
인천광역시 미추홀구 용현동,627-85,627,85,해안성신,49.2,201311,20,9500,5,1986,매소홀로 23-20,
인천광역시 미추홀구 용현동,627-85,627,85,해안성신,49.2,201311,30,8200,3,1986,매소홀로 23-20,
인천광역시 미추홀구 주안동,200-15,200,15,NS타워텔,14.4726,201302,14,7000,13,2012,주안서로 15,
인천광역시 미추홀구 주안동,200-15,200,15,NS타워텔,14.4726,201302,14,7000,13,2012,주안서로 15,
인천광역시 미추홀구 주안동,200-15,200,15,NS타워텔,13.1893,201302,15,6000,10,2012,주안서로 15,
인천광역시 미추홀구 주안동,200-15,200,15,NS타워텔,14.4726,201302,15,6000,10,2012,주안서로 15,
